team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,department_finishing ,actual_productivity,day,quarter_num,department,idle_time?,idle_men?
6,0.35,2.9,0.0,1800,0,0.0,0,0,15,1,0.977555556,Wednesday,4,finishing,False,False
3,0.75,19.87,944.0,6600,45,0.0,0,0,55,0,0.75024303,Monday,1,sweing,False,False
10,0.8,3.94,0.0,1440,0,0.0,0,0,8,1,0.24625,Monday,2,finishing,False,False
9,0.75,18.79,895.0,6240,34,0.0,0,0,52,0,0.750395513,Sunday,1,sweing,False,False
11,0.75,11.41,834.0,3480,0,0.0,0,2,58,0,0.672140805,Sunday,4,sweing,False,False
10,0.8,50.48,381.0,6930,45,0.0,0,0,59,0,0.688557555,Monday,2,sweing,False,False
9,0.8,26.16,1381.0,3660,50,0.0,0,0,59,0,0.8000150090000001,Sunday,3,sweing,False,False
7,0.8,4.6,0.0,4200,0,0.0,0,0,10,0,0.999533333,Tuesday,1,finishing,False,False
9,0.8,3.94,0.0,1800,0,0.0,0,0,10,1,0.582045455,Sunday,3,finishing,False,False
1,0.75,28.08,681.0,6900,45,0.0,0,0,58,0,0.7504278259999999,Thursday,1,sweing,False,False
5,0.7,21.98,413.0,9720,40,0.0,0,0,58,0,0.7004808309999999,Wednesday,1,sweing,False,False
8,0.65,3.9,0.0,960,0,0.0,0,0,8,0,0.560625,Tuesday,2,finishing,False,False
7,0.75,30.1,627.0,6960,0,3.5,20,1,58,0,0.393548851,Sunday,4,sweing,True,True
10,0.8,22.52,1188.0,6720,90,0.0,0,0,56,0,0.999995238,Tuesday,1,sweing,False,False
6,0.7,18.79,766.0,2760,30,0.0,0,0,33,0,0.700079032,Thursday,1,sweing,False,False
5,0.7,4.15,0.0,3060,0,0.0,0,0,17,1,0.973796791,Sunday,4,finishing,False,False
9,0.8,26.16,1369.0,10620,63,0.0,0,0,59,0,0.8001171029999999,Thursday,3,sweing,False,False
5,0.7,4.15,0.0,2700,0,0.0,0,0,15,1,0.966666667,Saturday,4,finishing,False,False
3,0.5,4.15,0.0,960,0,0.0,0,0,8,0,0.864583333,Monday,3,finishing,False,False
5,0.6,21.98,666.0,6960,23,0.0,0,0,58,0,0.6000287360000001,Monday,1,sweing,False,False
10,0.7,21.82,1335.0,6000,30,0.0,0,0,50,0,0.700422,Sunday,2,sweing,False,False
12,0.8,11.61,1159.0,2970,50,0.0,0,0,32,0,0.800313433,Wednesday,2,sweing,False,False
11,0.8,10.05,13.0,3240,34,0.0,0,0,54,0,0.750648148,Tuesday,2,sweing,False,False
11,0.5,11.41,1039.0,2280,0,0.0,0,2,55,0,0.50012336,Thursday,2,sweing,False,False
5,0.7,30.1,773.0,7020,40,0.0,0,0,58,0,0.700618234,Monday,2,sweing,False,False
12,0.7,15.26,1462.0,4080,40,0.0,0,0,34,0,0.7001647059999999,Tuesday,4,sweing,False,False
9,0.8,26.16,399.0,10620,63,0.0,0,0,59,0,0.8001171029999999,Tuesday,3,sweing,False,False
1,0.75,3.94,0.0,1920,0,0.0,0,0,8,0,0.812625,Wednesday,2,finishing,False,False
9,0.75,3.94,0.0,960,0,0.0,0,0,8,1,0.994270833,Monday,1,finishing,False,False
6,0.75,2.9,0.0,3360,0,0.0,0,0,8,0,0.309333333,Tuesday,1,finishing,False,False
2,0.7,3.9,0.0,1200,0,0.0,0,0,10,0,0.884,Sunday,2,finishing,False,False
9,0.75,18.79,1096.0,6240,34,0.0,0,0,52,0,0.750395513,Tuesday,1,sweing,False,False
11,0.75,10.05,668.0,2520,34,0.0,0,0,26,0,0.7504,Thursday,1,sweing,False,False
10,0.7,22.52,1206.0,10080,75,0.0,0,0,56,0,0.800020563,Wednesday,3,sweing,False,False
1,0.8,3.94,0.0,1440,0,0.0,0,0,8,1,0.8842613640000001,Saturday,3,finishing,False,False
6,0.6,18.79,799.0,3960,23,0.0,0,0,33,0,0.600710606,Saturday,5,sweing,False,False
8,0.65,24.26,1435.0,6600,0,0.0,0,0,55,0,0.260978788,Monday,1,sweing,False,False
12,0.8,15.26,1079.0,3720,38,0.0,0,0,34,0,0.800312375,Monday,3,sweing,False,False
8,0.6,3.9,0.0,960,0,0.0,0,0,8,0,0.4509375,Sunday,2,finishing,False,False
3,0.8,5.13,0.0,2160,0,0.0,0,0,18,0,0.87115,Monday,4,finishing,False,False
10,0.65,18.22,741.0,0,0,8.0,35,1,49,0,0.302117347,Tuesday,3,sweing,True,True
10,0.8,22.52,1268.0,0,88,0.0,0,0,56,0,0.90063244,Tuesday,2,sweing,False,False
10,0.7,3.94,0.0,4320,0,0.0,0,0,18,1,0.759228395,Sunday,1,finishing,False,False
12,0.8,4.08,0.0,1080,0,0.0,0,0,9,1,0.687555556,Wednesday,1,finishing,False,False
1,0.8,26.16,1073.0,10620,75,0.0,0,0,59,0,0.850502311,Tuesday,2,sweing,False,False
5,0.5,3.94,0.0,960,0,0.0,0,0,8,0,0.857916667,Sunday,2,finishing,False,False
11,0.7,25.31,946.0,5760,60,0.0,0,0,54,0,0.7005135659999999,Tuesday,1,sweing,False,False
12,0.8,15.26,961.0,4080,50,0.0,0,0,34,0,0.8004019609999999,Wednesday,1,sweing,False,False
9,0.8,3.94,0.0,2400,0,0.0,0,0,10,0,0.753525,Sunday,4,finishing,False,False
7,0.8,30.1,644.0,840,38,0.0,0,1,59,0,0.7999828529999999,Saturday,4,sweing,False,False
5,0.65,4.15,0.0,1440,0,0.0,0,0,8,1,0.8213541670000001,Tuesday,2,finishing,False,False
11,0.7,11.41,685.0,3360,30,0.0,0,2,56,0,0.8211125,Wednesday,3,sweing,False,False
6,0.8,11.41,887.0,5490,50,0.0,0,0,31,0,0.8003437659999999,Sunday,2,sweing,False,False
7,0.8,2.9,0.0,960,0,0.0,0,0,8,1,0.667604167,Sunday,1,finishing,False,False
12,0.6,15.26,1245.0,6360,23,0.0,0,0,34,0,0.60017284,Wednesday,3,sweing,False,False
3,0.75,4.15,0.0,1440,0,0.0,0,0,8,1,0.93532197,Sunday,2,finishing,False,False
1,0.8,22.52,1500.0,6900,113,0.0,0,0,58,0,1.000018551,Tuesday,1,sweing,False,False
2,0.8,4.15,0.0,960,0,0.0,0,0,8,1,0.782447917,Saturday,1,finishing,False,False
6,0.8,11.61,910.0,4470,38,0.0,0,0,32,0,0.80007657,Tuesday,1,sweing,False,False
12,0.8,4.08,0.0,1080,0,0.0,0,0,9,0,0.272,Monday,2,finishing,False,False
8,0.35,30.1,901.0,6960,0,0.0,0,1,58,0,0.350301724,Monday,2,sweing,False,False
6,0.8,11.61,955.0,6360,63,0.0,0,0,32,0,0.8001919890000001,Thursday,4,sweing,False,False
8,0.7,29.4,1146.0,6840,40,0.0,0,2,57,0,0.700614035,Sunday,4,sweing,False,False
12,0.8,15.26,1133.0,4080,38,0.0,0,0,34,0,0.8004019609999999,Tuesday,3,sweing,False,False
4,0.8,28.08,942.0,10530,75,0.0,0,0,59,0,0.8501818179999999,Thursday,2,sweing,False,False
11,0.8,11.61,632.0,0,50,0.0,0,0,57,0,0.800309211,Monday,1,sweing,False,False
1,0.8,26.16,1187.0,10620,75,0.0,0,0,59,0,0.850502311,Tuesday,1,sweing,False,False
9,0.75,18.79,1228.0,6240,45,0.0,0,0,52,0,0.750395513,Thursday,1,sweing,False,False
8,0.8,2.9,0.0,1440,0,0.0,0,0,8,1,0.653598485,Sunday,2,finishing,False,False
1,0.65,3.94,0.0,3360,0,0.0,0,0,8,0,0.537919444,Monday,1,finishing,False,False
7,0.8,2.9,0.0,1440,0,0.0,0,0,8,1,0.590435606,Sunday,2,finishing,False,False
7,0.65,3.94,0.0,1440,0,0.0,0,0,8,1,0.646306818,Monday,4,finishing,False,False
1,0.7,22.94,1384.0,12180,63,0.0,0,0,57,0,0.750162367,Thursday,4,sweing,False,False
10,0.75,3.94,0.0,1440,0,0.0,0,0,8,1,0.805909091,Wednesday,1,finishing,False,False
10,0.7,3.94,0.0,1440,0,0.0,0,0,8,1,0.235795455,Sunday,3,finishing,False,False
8,0.7,30.48,914.0,6840,30,0.0,0,1,57,0,0.7005052629999999,Wednesday,2,sweing,False,False
5,0.35,3.94,0.0,2400,0,0.0,0,0,10,0,0.80575,Saturday,1,finishing,False,False
12,0.8,4.6,0.0,2160,0,0.0,0,0,9,0,0.922839506,Wednesday,2,finishing,False,False
11,0.7,20.55,9792.0,6480,60,0.0,0,0,54,0,0.700398148,Monday,1,sweing,False,False
10,0.75,2.9,0.0,960,0,0.0,0,0,8,0,0.6283333329999999,Wednesday,2,finishing,False,False
9,0.8,2.9,0.0,960,0,0.0,0,0,8,0,0.3715625,Monday,4,finishing,False,False
3,0.5,5.13,0.0,1800,0,0.0,0,0,15,0,0.8721,Sunday,4,finishing,False,False
3,0.8,19.87,857.0,9900,50,0.0,0,0,55,0,0.8002738290000001,Thursday,2,sweing,False,False
2,0.4,15.28,157.0,5400,0,6.5,30,1,45,0,0.30277037,Tuesday,1,sweing,True,True
12,0.8,4.08,0.0,1080,0,0.0,0,0,9,0,0.8915555559999999,Sunday,2,finishing,False,False
10,0.8,3.94,0.0,2400,0,0.0,0,0,20,0,0.955791667,Monday,4,finishing,False,False
4,0.75,3.94,0.0,960,0,0.0,0,0,8,0,0.881575,Tuesday,2,finishing,False,False
8,0.8,2.9,0.0,1440,0,0.0,0,0,8,1,0.667329545,Wednesday,2,finishing,False,False
4,0.8,30.1,901.0,6480,50,0.0,0,1,59,0,0.800071839,Tuesday,4,sweing,False,False
1,0.6,22.53,708.0,5040,0,0.0,0,1,42,0,0.268214286,Tuesday,4,sweing,False,False
4,0.7,22.52,983.0,10260,63,0.0,0,0,57,0,0.750068049,Tuesday,3,sweing,False,False
12,0.8,15.26,1064.0,4080,63,0.0,0,0,34,0,0.8004019609999999,Sunday,2,sweing,False,False
5,0.7,27.48,541.0,6960,24,0.0,0,1,58,0,0.408960345,Saturday,1,sweing,False,False
3,0.75,22.52,1584.0,10260,69,0.0,0,0,57,0,0.80035194,Monday,4,sweing,False,False
3,0.8,3.94,0.0,960,0,0.0,0,0,8,1,0.4925,Thursday,5,finishing,False,False
5,0.6,20.79,1045.0,6960,88,0.0,0,0,58,0,0.800534483,Wednesday,4,sweing,False,False
2,0.8,51.02,1086.0,4260,27,0.0,0,0,57,0,0.311207464,Wednesday,2,sweing,False,False
5,0.65,4.15,0.0,1440,0,0.0,0,0,8,1,0.809564394,Monday,2,finishing,False,False
12,0.6,4.08,0.0,5400,0,0.0,0,0,9,1,0.327407407,Thursday,4,finishing,False,False
6,0.8,2.9,0.0,960,0,0.0,0,0,8,0,0.3715625,Monday,4,finishing,False,False
2,0.7,3.9,0.0,0,1200,0.0,0,0,10,0,0.6825,Monday,2,finishing,False,False
7,0.7,24.26,1471.0,6960,0,0.0,0,0,58,0,0.7006120690000001,Wednesday,1,sweing,False,False
4,0.5,26.66,556.0,6960,23,0.0,0,2,58,0,0.500258046,Saturday,4,sweing,False,False
11,0.35,11.41,434.0,3240,0,0.0,0,1,52,0,0.507903226,Wednesday,2,sweing,False,False
4,0.5,30.1,417.0,6360,23,0.0,0,1,53,0,0.500720126,Thursday,1,sweing,False,False
2,0.7,16.1,928.0,4800,30,0.0,0,1,45,0,0.700106061,Sunday,2,sweing,False,False
1,0.7,3.94,0.0,1440,0,0.0,0,0,8,1,0.578314394,Saturday,4,finishing,False,False
6,0.8,2.9,0.0,960,0,0.0,0,0,8,0,0.773333333,Monday,3,finishing,False,False
8,0.7,29.4,1079.0,4560,40,0.0,0,2,58,0,0.7005185190000001,Tuesday,4,sweing,False,False
7,0.75,30.1,739.0,5640,45,0.0,0,1,59,0,0.7507273259999999,Tuesday,4,sweing,False,False
8,0.8,2.9,0.0,960,0,0.0,0,0,8,1,0.6283333329999999,Saturday,1,finishing,False,False
7,0.7,24.26,658.0,6960,0,270.0,45,0,58,0,0.662270115,Saturday,1,sweing,True,True
4,0.8,4.3,0.0,1440,0,0.0,0,0,12,1,0.5375,Tuesday,1,finishing,False,False
10,0.75,3.94,0.0,8400,0,0.0,0,0,14,1,0.940701058,Thursday,4,finishing,False,False
12,0.75,15.26,1316.0,6120,40,0.0,0,0,34,0,0.750079323,Saturday,4,sweing,False,False
4,0.65,22.52,872.0,10080,26,0.0,0,0,56,0,0.650130952,Thursday,3,sweing,False,False
2,0.8,3.94,0.0,1440,0,0.0,0,0,8,1,0.8133712120000001,Wednesday,1,finishing,False,False
5,0.7,20.4,1382.0,10440,50,0.0,0,0,58,0,0.7002507840000001,Saturday,4,sweing,False,False
2,0.5,30.33,838.0,6720,0,0.0,0,1,56,0,0.361071429,Tuesday,3,sweing,False,False
1,0.7,22.94,1472.0,10260,75,0.0,0,0,57,0,0.800643806,Saturday,4,sweing,False,False
8,0.7,4.15,0.0,960,0,0.0,0,0,8,1,0.976979167,Tuesday,1,finishing,False,False
7,0.8,2.9,0.0,1440,0,0.0,0,0,8,1,0.670075758,Saturday,2,finishing,False,False
9,0.8,26.16,1227.0,7080,75,0.0,0,0,59,0,0.850569492,Monday,1,sweing,False,False
11,0.7,4.15,0.0,1440,0,0.0,0,0,12,0,0.436326389,Thursday,1,finishing,False,False
2,0.5,22.94,1044.0,9810,23,0.0,0,0,55,0,0.499998888,Thursday,3,sweing,False,False
2,0.8,3.94,0.0,2640,0,0.0,0,0,22,0,0.999924242,Thursday,1,finishing,False,False
8,0.65,3.94,0.0,960,0,0.0,0,0,8,1,0.845458333,Tuesday,4,finishing,False,False
8,0.7,5.13,0.0,960,0,0.0,0,0,8,0,0.930416667,Monday,4,finishing,False,False
6,0.8,11.61,1181.0,5760,63,0.0,0,0,32,0,0.8003863640000001,Sunday,4,sweing,False,False
5,0.6,26.82,919.0,7080,23,0.0,0,1,59,0,0.6000406779999999,Monday,2,sweing,False,False
9,0.75,3.94,0.0,240,0,0.0,0,0,2,1,0.971866667,Saturday,5,finishing,False,False
9,0.65,18.79,2120.0,5520,0,0.0,0,1,51,0,0.650134,Tuesday,3,sweing,False,False
9,0.8,26.16,1232.0,10620,75,0.0,0,0,59,0,0.850502311,Wednesday,2,sweing,False,False
4,0.75,5.13,0.0,960,0,0.0,0,0,8,0,0.734645833,Wednesday,3,finishing,False,False
6,0.8,11.61,1004.0,5670,50,0.0,0,0,32,0,0.8002467529999999,Tuesday,2,sweing,False,False
2,0.65,22.94,1025.0,10170,26,0.0,0,0,57,0,0.6502434970000001,Sunday,3,sweing,False,False
2,0.8,28.08,776.0,10350,63,0.0,0,0,58,0,0.800594466,Wednesday,1,sweing,False,False
8,0.6,15.09,1519.0,360,23,0.0,0,0,52,0,0.600143365,Monday,4,sweing,False,False
11,0.75,10.05,629.0,3240,45,0.0,0,0,27,0,0.750027778,Sunday,2,sweing,False,False
8,0.8,29.4,30.0,6840,0,0.0,0,0,57,0,0.433263158,Wednesday,1,sweing,False,False
6,0.8,2.9,0.0,4320,0,0.0,0,0,18,0,0.785864198,Thursday,3,finishing,False,False
1,0.8,3.94,0.0,1200,0,0.0,0,0,10,1,0.99485,Tuesday,1,finishing,False,False
2,0.7,22.94,1363.0,10260,50,0.0,0,0,57,0,0.7500318979999999,Tuesday,3,sweing,False,False
4,0.75,22.52,727.0,10260,94,0.0,0,0,57,0,0.9003211059999999,Saturday,4,sweing,False,False
5,0.65,20.4,1255.0,8280,35,0.0,0,0,58,0,0.650066445,Monday,3,sweing,False,False
8,0.65,30.48,953.0,6720,26,0.0,0,1,56,0,0.650421429,Monday,2,sweing,False,False
8,0.65,30.1,1193.0,7080,0,0.0,0,1,59,0,0.463403955,Thursday,2,sweing,False,False
4,0.75,5.13,0.0,1920,0,0.0,0,0,8,0,0.6840277779999999,Thursday,3,finishing,False,False
7,0.75,30.1,553.0,2280,45,0.0,0,1,59,0,0.75053268,Wednesday,3,sweing,False,False
4,0.6,22.4,816.0,5100,23,0.0,0,0,57,0,0.6003696860000001,Wednesday,2,sweing,False,False
9,0.8,29.12,1263.0,2160,38,0.0,0,0,58,0,0.8008,Tuesday,2,sweing,False,False
2,0.7,30.33,577.0,2160,30,0.0,0,1,58,0,0.700623,Monday,4,sweing,False,False
7,0.5,30.48,1161.0,6600,0,0.0,0,1,55,0,0.5006109089999999,Monday,2,sweing,False,False
9,0.8,3.94,0.0,960,0,0.0,0,0,8,0,0.586041667,Tuesday,3,finishing,False,False
12,0.8,15.26,1120.0,1440,50,0.0,0,0,34,0,0.8008063059999999,Sunday,3,sweing,False,False
3,0.7,22.52,1134.0,8460,50,0.0,0,0,57,0,0.750037968,Tuesday,3,sweing,False,False
8,0.8,2.9,0.0,1440,0,0.0,0,0,8,1,0.683806818,Monday,3,finishing,False,False
5,0.7,27.48,586.0,6960,40,0.0,0,0,58,0,0.7004241379999999,Wednesday,1,sweing,False,False
1,0.8,3.94,0.0,1440,0,0.0,0,0,8,1,0.8842613640000001,Thursday,3,finishing,False,False
6,0.75,18.79,1193.0,3960,45,0.0,0,0,33,0,0.75065101,Sunday,1,sweing,False,False
9,0.8,3.94,0.0,960,0,0.0,0,0,8,0,0.2380416669999999,Saturday,2,finishing,False,False
11,0.8,11.41,455.0,3420,50,0.0,0,0,56,0,0.8007017540000001,Thursday,1,sweing,False,False
10,0.75,2.9,0.0,960,0,0.0,0,0,8,1,0.763375,Monday,1,finishing,False,False
5,0.75,30.1,664.0,7140,56,0.0,0,0,59,0,0.7503921570000001,Saturday,2,sweing,False,False
2,0.8,3.94,0.0,960,0,0.0,0,0,8,1,0.804416667,Monday,1,finishing,False,False
11,0.7,4.15,0.0,1440,0,0.0,0,0,8,1,0.409545455,Monday,3,finishing,False,False
12,0.8,11.61,1037.0,7200,50,0.0,0,0,32,0,0.8002460109999999,Monday,1,sweing,False,False
2,0.7,22.94,1006.0,10170,38,0.0,0,0,57,0,0.750517565,Monday,3,sweing,False,False
4,0.7,3.94,0.0,960,0,0.0,0,0,8,0,0.812625,Thursday,1,finishing,False,False
7,0.8,25.9,1035.0,10170,38,0.0,0,0,57,0,0.800128721,Tuesday,1,sweing,False,False
8,0.6,29.4,179.0,0,23,5.0,30,2,58,0,0.600982906,Tuesday,3,sweing,True,True
7,0.7,24.26,1400.0,6720,0,0.0,0,0,56,0,0.411553571,Sunday,1,sweing,False,False
1,0.8,22.52,1445.0,6840,113,0.0,0,0,57,0,1.000230409,Tuesday,3,sweing,False,False
11,0.8,11.41,471.0,3420,50,0.0,0,0,58,0,0.800034503,Saturday,1,sweing,False,False
8,0.8,2.9,0.0,1440,0,0.0,0,0,8,1,0.675568182,Saturday,3,finishing,False,False
3,0.8,30.1,735.0,6960,63,0.0,0,1,58,0,0.800071839,Wednesday,2,sweing,False,False
1,0.8,26.16,1160.0,10620,75,0.0,0,0,59,0,0.850502311,Thursday,3,sweing,False,False
7,0.7,3.94,0.0,1200,0,0.0,0,0,10,1,0.971866667,Saturday,5,finishing,False,False
10,0.8,3.94,0.0,1200,0,0.0,0,0,10,1,0.85695,Thursday,5,finishing,False,False
7,0.6,30.1,829.0,3360,23,0.0,0,1,58,0,0.6000705129999999,Wednesday,2,sweing,False,False
6,0.7,23.41,1128.0,4560,40,0.0,0,1,38,0,0.7002464909999999,Wednesday,2,sweing,False,False
2,0.8,28.08,716.0,10350,50,0.0,0,0,58,0,0.800594466,Tuesday,1,sweing,False,False
9,0.8,3.94,0.0,960,0,0.0,0,0,8,1,0.931645833,Sunday,1,finishing,False,False
3,0.75,29.4,1244.0,6840,45,0.0,0,2,57,0,0.750473684,Thursday,4,sweing,False,False
11,0.65,11.41,700.0,2640,23,0.0,0,2,53,0,0.650223718,Sunday,3,sweing,False,False
1,0.8,22.52,265.0,3840,63,0.0,0,0,57,0,0.8004705129999999,Thursday,3,sweing,False,False
6,0.8,2.9,0.0,960,0,0.0,0,0,8,0,0.8319375,Sunday,4,finishing,False,False
2,0.8,22.52,1512.0,0,88,0.0,0,0,57,0,0.8999840579999999,Tuesday,2,sweing,False,False
10,0.7,21.82,1313.0,5040,30,0.0,0,0,51,0,0.699984417,Tuesday,1,sweing,False,False
11,0.8,4.15,0.0,2700,0,0.0,0,0,15,1,0.888686869,Tuesday,1,finishing,False,False
7,0.8,30.1,786.0,7080,50,0.0,0,2,59,0,0.8001158190000001,Wednesday,4,sweing,False,False
2,0.8,3.94,0.0,3000,0,0.0,0,0,25,0,1.050666667,Saturday,1,finishing,False,False
8,0.7,4.6,0.0,960,0,0.0,0,0,8,0,0.791458333,Tuesday,4,finishing,False,False
6,0.75,18.79,895.0,3960,0,0.0,0,0,33,0,0.75065101,Monday,3,sweing,False,False
9,0.6,18.79,2103.0,5400,0,0.0,0,1,54,0,0.329964879,Monday,3,sweing,False,False
2,0.8,28.08,757.0,6900,50,0.0,0,0,58,0,0.800076522,Monday,1,sweing,False,False
2,0.7,3.94,0.0,5100,0,0.0,0,0,17,1,0.912202112,Wednesday,3,finishing,False,False
7,0.8,30.1,29.0,7080,50,0.0,0,0,59,0,0.8001158190000001,Tuesday,1,sweing,False,False
10,0.7,21.82,1591.0,3240,0,0.0,0,1,52,0,0.700251773,Thursday,4,sweing,False,False
8,0.8,25.9,1434.0,10170,50,0.0,0,0,57,0,0.800128721,Tuesday,3,sweing,False,False
7,0.8,2.9,0.0,1440,0,0.0,0,0,8,1,0.681060606,Thursday,2,finishing,False,False
5,0.7,3.94,0.0,240,0,0.0,0,0,2,1,0.971866667,Saturday,5,finishing,False,False
4,0.8,28.08,878.0,4260,50,0.0,0,0,56,0,0.800598058,Sunday,1,sweing,False,False
7,0.7,30.1,881.0,7080,0,0.0,0,1,59,0,0.700632768,Sunday,3,sweing,False,False
1,0.7,3.94,0.0,1800,0,0.0,0,0,10,1,0.910378788,Monday,4,finishing,False,False
7,0.7,24.26,2698.0,6720,0,0.0,0,0,56,0,0.295307738,Monday,1,sweing,False,False
1,0.8,3.94,0.0,1440,0,0.0,0,0,8,1,0.951420455,Wednesday,1,finishing,False,False
11,0.8,11.61,347.0,0,50,4.0,20,0,57,0,0.6824330359999999,Sunday,1,sweing,True,True
6,0.8,18.79,822.0,4080,0,0.0,0,0,34,0,0.557252451,Saturday,2,sweing,False,False
9,0.8,3.94,0.0,1440,0,0.0,0,0,8,1,0.8581439390000001,Sunday,2,finishing,False,False
2,0.8,22.52,1186.0,6900,113,0.0,0,0,58,0,1.000018551,Saturday,1,sweing,False,False
6,0.5,18.79,717.0,3960,23,0.0,0,0,33,0,0.500117677,Thursday,5,sweing,False,False
2,0.8,3.94,0.0,1440,0,0.0,0,0,8,1,0.8208333329999999,Sunday,2,finishing,False,False
9,0.8,26.16,1196.0,10620,63,0.0,0,0,59,0,0.8001171029999999,Monday,3,sweing,False,False
10,0.7,21.82,1393.0,5640,30,0.0,0,0,52,0,0.700236601,Sunday,1,sweing,False,False
12,0.8,5.13,0.0,1080,0,0.0,0,0,9,0,0.9025,Tuesday,3,finishing,False,False
5,0.5,20.79,1455.0,6960,30,0.0,0,0,58,0,0.500035345,Tuesday,4,sweing,False,False
3,0.75,4.15,0.0,1800,0,0.0,0,0,10,1,0.899166667,Tuesday,1,finishing,False,False
2,0.5,3.9,0.0,960,0,0.0,0,0,8,0,0.5403125,Wednesday,1,finishing,False,False
3,0.8,4.15,0.0,1800,0,0.0,0,0,10,1,0.905454545,Monday,2,finishing,False,False
5,0.7,4.15,0.0,3840,0,0.0,0,0,8,1,0.8213541670000001,Thursday,2,finishing,False,False
12,0.8,4.6,0.0,3780,0,0.0,0,0,9,0,0.590617284,Saturday,4,finishing,False,False
11,0.75,42.97,532.0,10260,40,0.0,0,0,57,0,0.59114168,Sunday,4,sweing,False,False
6,0.6,2.9,0.0,960,0,0.0,0,0,8,0,0.271875,Sunday,2,finishing,False,False
3,0.8,30.1,964.0,5160,50,0.0,0,1,58,0,0.800842424,Monday,2,sweing,False,False
3,0.5,5.13,0.0,2880,0,0.0,0,0,12,0,0.81640625,Thursday,3,finishing,False,False
4,0.7,4.3,0.0,5040,0,0.0,0,0,28,1,0.977272727,Monday,3,finishing,False,False
12,0.8,15.26,1194.0,1700,62,0.0,0,0,34,0,0.800260821,Saturday,4,sweing,False,False
1,0.8,22.52,1374.0,3960,63,0.0,0,0,57,0,0.800279693,Wednesday,3,sweing,False,False
7,0.8,25.9,1138.0,6720,38,0.0,0,0,56,0,0.800125,Saturday,1,sweing,False,False
12,0.8,15.26,12261.0,3600,63,0.0,0,0,35,0,0.8004019609999999,Monday,1,sweing,False,False
1,0.8,28.08,772.0,6300,50,0.0,0,0,57,0,0.800725314,Saturday,1,sweing,False,False
8,0.7,24.26,1363.0,6660,0,0.0,0,0,56,0,0.586465465,Tuesday,1,sweing,False,False
3,0.75,29.4,1144.0,4440,45,0.0,0,2,57,0,0.750716981,Saturday,4,sweing,False,False
4,0.6,26.66,692.0,6840,23,0.0,0,0,57,0,0.6002397660000001,Sunday,1,sweing,False,False
5,0.8,30.1,541.0,7140,38,0.0,0,0,59,0,0.800137255,Monday,4,sweing,False,False
9,0.75,3.94,0.0,1320,0,0.0,0,0,11,1,0.919954545,Tuesday,1,finishing,False,False
5,0.5,27.48,609.0,6840,30,0.0,0,1,57,0,0.550403509,Saturday,4,sweing,False,False
4,0.75,3.94,0.0,0,960,0.0,0,0,8,0,0.7953875,Monday,2,finishing,False,False
2,0.75,19.87,944.0,6600,45,0.0,0,0,55,0,0.75024303,Saturday,1,sweing,False,False
12,0.8,15.26,1094.0,4080,38,0.0,0,0,34,0,0.8004019609999999,Wednesday,1,sweing,False,False
3,0.7,30.1,1422.0,6960,50,0.0,0,1,58,0,0.700603448,Tuesday,3,sweing,False,False
12,0.8,11.61,1063.0,5670,50,0.0,0,0,32,0,0.8002467529999999,Tuesday,2,sweing,False,False
1,0.8,3.94,0.0,1920,0,0.0,0,0,8,1,0.961059028,Monday,1,finishing,False,False
1,0.8,22.94,1582.0,3060,113,0.0,0,0,59,0,1.000402055,Sunday,1,sweing,False,False
1,0.75,3.94,0.0,1200,0,0.0,0,0,10,1,0.853666667,Thursday,5,finishing,False,False
2,0.8,22.52,1416.0,6840,113,0.0,0,0,57,0,1.000230409,Thursday,5,sweing,False,False
2,0.8,22.52,12.0,6900,0,0.0,0,0,58,0,0.432122899,Sunday,3,sweing,False,False
3,0.8,28.08,913.0,6540,50,0.0,0,0,55,0,0.8003229359999999,Saturday,1,sweing,False,False
7,0.8,2.9,0.0,1440,0,0.0,0,0,8,1,0.804640152,Wednesday,1,finishing,False,False
2,0.6,3.9,0.0,960,0,0.0,0,0,8,0,0.950625,Thursday,1,finishing,False,False
4,0.8,50.48,562.0,10440,0,0.0,0,0,58,0,0.473134796,Sunday,2,sweing,False,False
10,0.75,22.52,1250.0,10080,55,0.0,0,0,56,0,0.800020563,Monday,4,sweing,False,False
7,0.7,4.15,0.0,1440,0,0.0,0,0,12,0,0.928680556,Sunday,2,finishing,False,False
5,0.65,4.15,0.0,1440,0,0.0,0,0,8,1,0.8606534090000001,Thursday,3,finishing,False,False
10,0.75,19.31,578.0,6480,45,0.0,0,0,54,0,0.712205247,Thursday,1,sweing,False,False
6,0.75,18.79,947.0,2880,34,0.0,0,0,33,0,0.750797009,Monday,1,sweing,False,False
3,0.8,3.94,0.0,960,0,0.0,0,0,8,1,0.971866667,Saturday,5,finishing,False,False
4,0.75,26.82,1104.0,5880,65,0.0,0,0,59,0,0.850084211,Tuesday,2,sweing,False,False
8,0.7,29.4,1116.0,6240,0,0.0,0,2,57,0,0.7,Thursday,3,sweing,False,False
8,0.8,2.9,0.0,960,0,0.0,0,0,8,1,0.6645833329999999,Monday,1,finishing,False,False
10,0.7,21.25,1583.0,6000,0,0.0,0,1,50,0,0.417916667,Monday,4,sweing,False,False
7,0.8,30.1,834.0,1200,0,4.0,40,0,59,0,0.366053523,Thursday,1,sweing,True,True
